time (phase), flux, ferr, fwhm, skynoise, position, airmass
-0.025000	0.999948	0.000123	-0.000014	0.000000	9.866580	1.599000
-0.023750	1.000195	0.000130	0.057312	0.057294	9.868963	1.599190
-0.022500	0.999938	0.000171	0.114596	0.114579	9.871436	1.599360
-0.021250	0.999921	0.000172	0.171833	0.171846	9.874008	1.599510
-0.020000	0.999864	0.000102	0.229084	0.229084	9.876689	1.599640
-0.018750	0.999995	0.000129	0.286241	0.286285	9.879493	1.599750
-0.017500	1.000130	0.000158	0.343463	0.343440	9.882433	1.599840
-0.016250	1.000405	0.000193	0.400560	0.400540	9.885529	1.599910
-0.015000	1.000172	0.000134	0.457593	0.457574	9.888801	1.599960
-0.013750	1.000030	0.000112	0.514494	0.514534	9.892278	1.599990
-0.012500	1.000152	0.000152	0.571404	0.571411	9.895996	1.600000
-0.011250	1.000183	0.000170	0.628195	0.628195	9.900000	1.599990
-0.010000	1.000044	0.000130	0.684886	0.684877	9.904353	1.599960
-0.008750	0.999792	0.000186	0.741454	0.741449	9.909144	1.599910
-0.007500	0.996415	0.000191	0.797926	0.797900	9.914501	1.599840
-0.006250	0.990454	0.000177	0.854191	0.854221	9.920630	1.599750
-0.005000	0.984494	0.000126	0.910401	0.910405	9.927888	1.599640
-0.003750	0.980409	0.000194	0.966427	0.966440	9.937004	1.599510
-0.002500	0.979346	0.000194	1.022323	1.022319	9.950000	1.599360
-0.001250	0.978406	0.000175	1.078044	1.078033	10.000000	1.599190
0.000000	0.978280	0.000191	1.133597	1.133571	10.050000	1.599000
0.001250	0.978607	0.000124	1.188916	1.188926	10.062996	1.598790
0.002500	0.979013	0.000149	1.244101	1.244088	10.072112	1.598560
0.003750	0.980693	0.000181	1.299012	1.299048	10.079370	1.598310
0.005000	0.984464	0.000195	1.353794	1.353798	10.085499	1.598040
0.006250	0.989927	0.000164	1.408349	1.408328	10.090856	1.597750
0.007500	0.996285	0.000191	1.462622	1.462630	10.095647	1.597440
0.008750	0.999607	0.000169	1.516702	1.516695	10.100000	1.597110
0.010000	1.000058	0.000104	1.570535	1.570514	10.104004	1.596760
0.011250	0.999875	0.000183	1.624099	1.624078	10.107722	1.596390
0.012500	1.000215	0.000137	1.677397	1.677379	10.111199	1.596000
0.013750	0.999980	0.000194	1.730406	1.730408	10.114471	1.595590
0.015000	1.000274	0.000148	1.783160	1.783157	10.117567	1.595160
0.016250	0.999962	0.000113	1.835610	1.835617	10.120507	1.594710
0.017500	1.000038	0.000196	1.887795	1.887779	10.123311	1.594240
0.018750	0.999949	0.000102	1.939682	1.939635	10.125992	1.593750
0.020000	1.000173	0.000168	1.991178	1.991176	10.128564	1.593240
0.021250	0.999802	0.000114	2.042383	2.042395	10.131037	1.592710
0.022500	0.999913	0.000116	2.093283	2.093282	10.133420	1.592160
0.023750	0.999855	0.000165	2.143789	2.143831	10.135721	1.591590
