# time (phase), phase, airmass, x1, x2, y1, y2
-0.025000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000
-0.024900	-0.010000	-0.010000	0.010000	0.020000	0.030000	-0.100000
-0.024800	-0.020000	-0.020000	0.020000	0.040000	0.060000	-0.200000
-0.024700	-0.030000	-0.030000	0.030000	0.060000	0.090000	-0.300000
-0.024600	-0.040000	-0.040000	0.040000	0.080000	0.120000	-0.400000
-0.024500	-0.050000	-0.050000	0.050000	0.100000	0.150000	-0.500000
-0.024400	-0.060000	-0.060000	0.060000	0.120000	0.180000	-0.600000
-0.024300	-0.070000	-0.070000	0.070000	0.140000	0.210000	-0.700000
-0.024200	-0.080000	-0.080000	0.080000	0.160000	0.240000	-0.800000
-0.024100	-0.090000	-0.090000	0.090000	0.180000	0.270000	-0.900000
-0.024000	-0.100000	-0.100000	0.100000	0.200000	0.300000	-1.000000
-0.023900	-0.110000	-0.110000	0.110000	0.220000	0.330000	-1.100000
-0.023800	-0.120000	-0.120000	0.120000	0.240000	0.360000	-1.200000
-0.023700	-0.130000	-0.130000	0.130000	0.260000	0.390000	-1.300000
-0.023600	-0.140000	-0.140000	0.140000	0.280000	0.420000	-1.400000
-0.023500	-0.150000	-0.150000	0.150000	0.300000	0.450000	-1.500000
-0.023400	-0.160000	-0.160000	0.160000	0.320000	0.480000	-1.600000
-0.023300	-0.170000	-0.170000	0.170000	0.340000	0.510000	-1.700000
-0.023200	-0.180000	-0.180000	0.180000	0.360000	0.540000	-1.800000
-0.023100	-0.190000	-0.190000	0.190000	0.380000	0.570000	-1.900000
-0.023000	-0.200000	-0.200000	0.200000	0.400000	0.600000	-2.000000
-0.022900	-0.210000	-0.210000	0.210000	0.420000	0.630000	-2.100000
-0.022800	-0.220000	-0.220000	0.220000	0.440000	0.660000	-2.200000
-0.022700	-0.230000	-0.230000	0.230000	0.460000	0.690000	-2.300000
-0.022600	-0.240000	-0.240000	0.240000	0.480000	0.720000	-2.400000
-0.022500	-0.250000	-0.250000	0.250000	0.500000	0.750000	-2.500000
-0.022400	-0.260000	-0.260000	0.260000	0.520000	0.780000	-2.600000
-0.022300	-0.270000	-0.270000	0.270000	0.540000	0.810000	-2.700000
-0.022200	-0.280000	-0.280000	0.280000	0.560000	0.840000	-2.800000
-0.022100	-0.290000	-0.290000	0.290000	0.580000	0.870000	-2.900000
-0.022000	-0.300000	-0.300000	0.300000	0.600000	0.900000	-3.000000
-0.021900	-0.310000	-0.310000	0.310000	0.620000	0.930000	-3.100000
-0.021800	-0.320000	-0.320000	0.320000	0.640000	0.960000	-3.200000
-0.021700	-0.330000	-0.330000	0.330000	0.660000	0.990000	-3.300000
-0.021600	-0.340000	-0.340000	0.340000	0.680000	1.020000	-3.400000
-0.021500	-0.350000	-0.350000	0.350000	0.700000	1.050000	-3.500000
-0.021400	-0.360000	-0.360000	0.360000	0.720000	1.080000	-3.600000
-0.021300	-0.370000	-0.370000	0.370000	0.740000	1.110000	-3.700000
-0.021200	-0.380000	-0.380000	0.380000	0.760000	1.140000	-3.800000
-0.021100	-0.390000	-0.390000	0.390000	0.780000	1.170000	-3.900000
-0.021000	-0.400000	-0.400000	0.400000	0.800000	1.200000	-4.000000
-0.020900	-0.410000	-0.410000	0.410000	0.820000	1.230000	-4.100000
-0.020800	-0.420000	-0.420000	0.420000	0.840000	1.260000	-4.200000
-0.020700	-0.430000	-0.430000	0.430000	0.860000	1.290000	-4.300000
-0.020600	-0.440000	-0.440000	0.440000	0.880000	1.320000	-4.400000
-0.020500	-0.450000	-0.450000	0.450000	0.900000	1.350000	-4.500000
